filename,result,frame,conf
crop_0108_f00051_c0.45.jpg,FP,00051,0.45
crop_0109_f00052_c0.64.jpg,FP,00052,0.64
crop_0110_f00052_c0.51.jpg,FP,00052,0.51
crop_0111_f00052_c0.40.jpg,FP,00052,0.40
crop_0112_f00053_c0.51.jpg,FP,00053,0.51
crop_0113_f00053_c0.44.jpg,FP,00053,0.44
crop_0114_f00054_c0.53.jpg,FP,00054,0.53
crop_0115_f00054_c0.49.jpg,FP,00054,0.49
crop_0116_f00055_c0.54.jpg,FP,00055,0.54
crop_0117_f00055_c0.53.jpg,FP,00055,0.53
crop_0118_f00055_c0.41.jpg,FP,00055,0.41
crop_0119_f00055_c0.36.jpg,FP,00055,0.36
crop_0120_f00056_c0.60.jpg,FP,00056,0.60
crop_0121_f00056_c0.46.jpg,FP,00056,0.46
crop_0122_f00056_c0.44.jpg,FP,00056,0.44
crop_0123_f00057_c0.50.jpg,FP,00057,0.50
crop_0124_f00057_c0.47.jpg,FP,00057,0.47
crop_0125_f00058_c0.56.jpg,FP,00058,0.56
crop_0126_f00058_c0.48.jpg,FP,00058,0.48
crop_0127_f00058_c0.42.jpg,FP,00058,0.42
crop_0128_f00059_c0.61.jpg,FP,00059,0.61
crop_0129_f00059_c0.58.jpg,FP,00059,0.58
crop_0130_f00059_c0.42.jpg,FP,00059,0.42
crop_0131_f00059_c0.38.jpg,FP,00059,0.38
crop_0132_f00059_c0.36.jpg,TP,00059,0.36
crop_0133_f00060_c0.57.jpg,FP,00060,0.57
crop_0134_f00060_c0.57.jpg,FP,00060,0.57
crop_0135_f00060_c0.48.jpg,FP,00060,0.48
crop_0136_f00060_c0.42.jpg,TP,00060,0.42
crop_0137_f00060_c0.39.jpg,TP,00060,0.39
crop_0138_f00061_c0.64.jpg,TP,00061,0.64
crop_0139_f00061_c0.57.jpg,FP,00061,0.57
crop_0140_f00061_c0.54.jpg,FP,00061,0.54
crop_0141_f00061_c0.48.jpg,TP,00061,0.48
crop_0142_f00062_c0.67.jpg,FP,00062,0.67
crop_0143_f00062_c0.56.jpg,FP,00062,0.56
crop_0144_f00062_c0.49.jpg,FP,00062,0.49
crop_0145_f00062_c0.47.jpg,TP,00062,0.47
crop_0146_f00063_c0.68.jpg,FP,00063,0.68
crop_0147_f00063_c0.60.jpg,FP,00063,0.60
crop_0148_f00063_c0.58.jpg,TP,00063,0.58
crop_0149_f00063_c0.45.jpg,FP,00063,0.45
crop_0150_f00064_c0.68.jpg,TP,00064,0.68
crop_0151_f00064_c0.66.jpg,FP,00064,0.66
crop_0152_f00064_c0.62.jpg,FP,00064,0.62
crop_0153_f00065_c0.67.jpg,FP,00065,0.67
crop_0154_f00065_c0.65.jpg,TP,00065,0.65
crop_0155_f00065_c0.49.jpg,FP,00065,0.49
crop_0156_f00066_c0.64.jpg,FP,00066,0.64
crop_0157_f00066_c0.63.jpg,TP,00066,0.63
crop_0158_f00066_c0.59.jpg,FP,00066,0.59
crop_0159_f00067_c0.64.jpg,FP,00067,0.64
crop_0160_f00067_c0.51.jpg,FP,00067,0.51
crop_0161_f00068_c0.61.jpg,TP,00068,0.61
crop_0162_f00068_c0.54.jpg,FP,00068,0.54
crop_0163_f00068_c0.38.jpg,FP,00068,0.38
crop_0164_f00069_c0.61.jpg,FP,00069,0.61
crop_0165_f00070_c0.58.jpg,FP,00070,0.58
crop_0166_f00070_c0.37.jpg,FP,00070,0.37
crop_0167_f00071_c0.56.jpg,FP,00071,0.56
crop_0168_f00072_c0.56.jpg,FP,00072,0.56
crop_0169_f00072_c0.44.jpg,FP,00072,0.44
crop_0170_f00073_c0.58.jpg,FP,00073,0.58
crop_0171_f00073_c0.38.jpg,FP,00073,0.38
crop_0172_f00074_c0.52.jpg,FP,00074,0.52
crop_0173_f00075_c0.51.jpg,FP,00075,0.51
crop_0174_f00076_c0.50.jpg,FP,00076,0.50
crop_0175_f00076_c0.43.jpg,FP,00076,0.43
crop_0176_f00077_c0.58.jpg,FP,00077,0.58
crop_0177_f00077_c0.41.jpg,FP,00077,0.41
crop_0178_f00078_c0.56.jpg,FP,00078,0.56
crop_0179_f00079_c0.59.jpg,FP,00079,0.59
crop_0180_f00080_c0.58.jpg,FP,00080,0.58
crop_0181_f00081_c0.59.jpg,FP,00081,0.59
crop_0182_f00082_c0.62.jpg,FP,00082,0.62
crop_0183_f00083_c0.57.jpg,FP,00083,0.57
crop_0184_f00083_c0.39.jpg,FP,00083,0.39
crop_0185_f00084_c0.51.jpg,FP,00084,0.51
crop_0186_f00087_c0.60.jpg,FP,00087,0.60
crop_0187_f00087_c0.50.jpg,FP,00087,0.50
crop_0188_f00088_c0.61.jpg,FP,00088,0.61
crop_0189_f00088_c0.38.jpg,FP,00088,0.38
crop_0190_f00089_c0.62.jpg,FP,00089,0.62
crop_0191_f00090_c0.55.jpg,FP,00090,0.55
crop_0192_f00093_c0.50.jpg,FP,00093,0.50
crop_0193_f00094_c0.44.jpg,TP,00094,0.44
crop_0194_f00094_c0.37.jpg,TP,00094,0.37
crop_0195_f00095_c0.53.jpg,FP,00095,0.53
crop_0196_f00095_c0.46.jpg,FP,00095,0.46
crop_0197_f00096_c0.50.jpg,FP,00096,0.50
crop_0198_f00096_c0.43.jpg,TP,00096,0.43
crop_0199_f00097_c0.42.jpg,FP,00097,0.42
