filename,result,frame,conf
crop_0700_f01322_c0.47_clip_20-23min.jpg,,01322,0.47
crop_0704_f00624_c0.48_55-56min.jpg,,00624,0.48
crop_0735_f00640_c0.41_55-56min.jpg,,00640,0.41
crop_0775_f00656_c0.63_55-56min.jpg,,00656,0.63
crop_0778_f00657_c0.57_55-56min.jpg,,00657,0.57
crop_0787_f01843_c0.38_clip_20-23min.jpg,,01843,0.38
crop_0858_f02127_c0.46_clip_20-23min.jpg,,02127,0.46
crop_0859_f00877_c0.46_55-56min.jpg,,00877,0.46
crop_0864_f00881_c0.44_55-56min.jpg,,00881,0.44
crop_0864_f02129_c0.39_clip_20-23min.jpg,,02129,0.39
crop_0865_f00882_c0.44_55-56min.jpg,,00882,0.44
crop_0899_f02143_c0.48_clip_20-23min.jpg,,02143,0.48
crop_0919_f00920_c0.37_55-56min.jpg,,00920,0.37
crop_0933_f02185_c0.38_clip_20-23min.jpg,,02185,0.38
crop_0938_f02202_c0.35_clip_20-23min.jpg,,02202,0.35
crop_0940_f00936_c0.47_55-56min.jpg,,00936,0.47
crop_0953_f02226_c0.39_clip_20-23min.jpg,,02226,0.39
crop_1002_f02277_c0.37_clip_20-23min.jpg,,02277,0.37
crop_1034_f00973_c0.46_55-56min.jpg,,00973,0.46
crop_1093_f02362_c0.56_clip_20-23min.jpg,,02362,0.56
crop_1096_f02363_c0.45_clip_20-23min.jpg,,02363,0.45
crop_1098_f00995_c0.40_55-56min.jpg,,00995,0.40
crop_1105_f02367_c0.72_clip_20-23min.jpg,,02367,0.72
crop_1116_f01015_c0.42_55-56min.jpg,,01015,0.42
crop_1130_f01027_c0.53_55-56min.jpg,,01027,0.53
crop_1138_f02377_c0.50_clip_20-23min.jpg,,02377,0.50
crop_1149_f01040_c0.42_55-56min.jpg,,01040,0.42
crop_1185_f02409_c0.39_clip_20-23min.jpg,,02409,0.39
crop_1206_f01247_c0.60_55-56min.jpg,,01247,0.60
crop_1209_f01252_c0.59_55-56min.jpg,,01252,0.59
crop_1232_f01281_c0.48_55-56min.jpg,,01281,0.48
crop_1236_f01286_c0.49_55-56min.jpg,,01286,0.49
crop_1266_f01359_c0.57_55-56min.jpg,,01359,0.57
crop_1287_f01448_c0.59_55-56min.jpg,,01448,0.59
crop_1292_f02551_c0.37_clip_20-23min.jpg,,02551,0.37
crop_1328_f02593_c0.44_clip_20-23min.jpg,,02593,0.44
crop_1455_f02658_c0.55_clip_20-23min.jpg,,02658,0.55
crop_1481_f02782_c0.50_clip_20-23min.jpg,,02782,0.50
crop_1494_f02789_c0.70_clip_20-23min.jpg,,02789,0.70
crop_1516_f02801_c0.44_clip_20-23min.jpg,,02801,0.44
crop_1554_f02816_c0.62_clip_20-23min.jpg,,02816,0.62
crop_1556_f02817_c0.65_clip_20-23min.jpg,,02817,0.65
crop_1643_f02938_c0.40_clip_20-23min.jpg,,02938,0.40
crop_1857_f03104_c0.53_clip_20-23min.jpg,,03104,0.53
crop_1893_f03131_c0.64_clip_20-23min.jpg,,03131,0.64
crop_2187_f03455_c0.37_clip_20-23min.jpg,,03455,0.37
crop_2281_f03521_c0.38_clip_20-23min.jpg,,03521,0.38
crop_2364_f03594_c0.43_clip_20-23min.jpg,,03594,0.43
crop_2495_f03680_c0.61_clip_20-23min.jpg,,03680,0.61
crop_2600_f03734_c0.55_clip_20-23min.jpg,,03734,0.55
crop_2603_f03736_c0.49_clip_20-23min.jpg,,03736,0.49
crop_2621_f03753_c0.38_clip_20-23min.jpg,,03753,0.38
crop_2654_f03780_c0.57_clip_20-23min.jpg,,03780,0.57
crop_2708_f03881_c0.49_clip_20-23min.jpg,,03881,0.49
crop_2745_f03910_c0.57_clip_20-23min.jpg,,03910,0.57
crop_2799_f03956_c0.62_clip_20-23min.jpg,,03956,0.62
crop_2804_f03958_c0.50_clip_20-23min.jpg,,03958,0.50
crop_2818_f03963_c0.52_clip_20-23min.jpg,,03963,0.52
crop_2874_f04019_c0.39_clip_20-23min.jpg,,04019,0.39
crop_2885_f04030_c0.36_clip_20-23min.jpg,FP,04030,0.36
